Name;Name2;Producto;Teléfono;Ciudad;Correo Electrónico;Info;Sitio Web;Ubicación
INSELCOM INGENIERIA  No Somos la Energía del Futuro, !Somos el Presente¡;INSELCOM INGENIERIA  No Somos la Energía del Futuro, !Somos el Presente¡;INSELCOM INGENIERIA brinda dentro de su portafolio diferentes lineas de servicio y producto. Nos encarcamos de realizar Instalaciones de Energía Solar Fotovoltaica, con el fin que las empresas bajen el consumo de eneriga electrica y como beneficio baje el valor de pagan mensualmente por este servicio, adicional contribuyen con el medio ambiente. otra linea dentro del portafolio es Suministro de Equipos Eléctricos de Alta, Media y Baja Tensión, adicional Telecomunicaciones y Seguridad Electrónica (instalación de camaras de seguridad) y Construcción de Redes Eléctricas.;577-6431048;BUCARAMANGA;acomercial@inselcom.com.co;INSELCOM INGENIERIA  No Somos la Energía del Futuro, !Somos el Presente¡;http://www.inselcom.com.co;Pabellón: 06, Nivel: 01, Stand: 650
INSEMINAR DE COLOMBIA;INSEMINAR DE COLOMBIA;SEMEN PARA GANADO BOVINO Y TODO LO RELACIONADO A INSEMINACION ARTIFICIAL;571-6106323;BOGOTA D.C.;info@inseminardecolombia.com;INSEMINAR DE COLOMBIA;http://www.inseminardecolombia.com;Pabellón: 03, Nivel: 02, Stand: 215
INSMEVET;INSMEVET;INSTRUMENTAL MEDICO VETERINARIO, PRODUCTOS DE MANEJO ANIMAL, PRODUCTOS PARA PELUQUERIA ANIMAL, BOTAS DE SEGURIDAD, CERCAS ELECTRICAS, PRODUCTOS LECHERIA.;601-9190030;BOGOTA D.C.;gerencia@insmevet.com;INSMEVET;http://www.insmevet.com;Pabellón: 03, Nivel: 02, Stand: 526
INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO-INPEC;INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO-INPEC;PRESENCIAL INSTITUCIONAL CORPORATIVA CON LOS PROYECTOS PRODUCTIVOS Y ARTESANALES ELABORADOS POR LA POBLACIÓN PRIVADA DE LA LIBERTAD A NIVEL NACIONAL;601-2347474;BOGOTA D.C.;martha.cordon@inpec.gov.co;INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO-INPEC;http://www.inpec.gov.co;Pabellón: 06, Nivel: 02, Stand: 332
INSTITUCION DE EDUCACION SUPERIOR ICSEF;INSTITUCION DE EDUCACION SUPERIOR ICSEF;LOS PRODUCTOS QUE SE EXHIBIRAN EN LA FERIA SON MEZCLAS DE FRUTAS Y SALSAS ESPECIADAS Y/O PICANTES PARA ADEREZAR PRODUCTOS GASTRONOMICOS QUE TRANSFORMAN LOS SABORES COTIDIANOS EN SABORES ESPECIALES. ESTOS PRODUCTROS SE PRODUCEN CON PRODUCTOS CULTIVADOS EN LA PROVINCIA DEL SUMAPAZ Y SON PRODUCIDOS POR MUJERES DE LA PROVINCIA. SE PROMOCIONARAN LOS SERVICIOS QUE OFRECE EL ICSEF COMO INSTITUCION DE EDUCACION SUPERIOR DEDICADA A LA FORMACION PROFESIONAL DE LA MUJER EN DESVENTAJA GEOGRAFICA-LA MUJER RURAL O TERRITORIAL EN VULNERABILIDAD SOCIAL Y ECONÓMICA.;571-6167243;FUSAGASUGA;rectoria@icsef.edu.co;INSTITUCION DE EDUCACION SUPERIOR ICSEF;http://www.icsef.edu.co;Pabellón: 06, Nivel: 02, Stand: 125
INTEGRACION DE LAS AMERICAS SAS;INTEGRACION DE LAS AMERICAS SAS;Revista Agericultura de las Asméricas y Periódico El Agro;315-3314174;BOGOTA D.C.;integracionamericas@gmail.com;INTEGRACION DE LAS AMERICAS SAS;http://www.agriculturadelasamericas.com;Pabellón: 03, Nivel: 02, Stand: 502
INTERZENDA COLOMBIA SAS;INTERZENDA COLOMBIA SAS;IINSTRUMENTAL VETERINARIO, JERINGAS Y AGUJAS DESECHABLES, AGUJAS Y JERIGNAS REUTILIZABLES, BEBEDEROS DE CERDOS, CANULAS, ARETES PARA BOVINOS, CAPRINOS Y CERDOS, ARETEADORA. ;321-4722334;BOGOTA D.C.;vforero@grupointerzenda.com;INTERZENDA COLOMBIA SAS;http://www.grupointerzenda.co;Pabellón: 03, Nivel: 01, Stand: 333
GANADERIA EL OBISPO;GANADERIA EL OBISPO;GANADO Y SEMEN;571-2737167;BOGOTA D.C.;ganaderiaelobispo@gmail.com;GANADERIA EL OBISPO;http://;Pabellón: 11-16, Nivel: 01, Stand: 1014
GANADERIA EL OBISPO;GANADERIA EL OBISPO;GANADO Y SEMEN;571-2737167;BOGOTA D.C.;ganaderiaelobispo@gmail.com;GANADERIA EL OBISPO;http://;Pabellón: 11-16, Nivel: 01, Stand: 1012
AGROTEC;AGROTEC;PLANTAS PARA ALIMENTOS CONCENTRADOS, MOTOCULTORES, MOTOZAPAS, ABONADORAS ;571-2371199;BOGOTA D.C.;luzg07@gmail.com;AGROTEC;http://www.agrotecagricola.com;Pabellón: AL04, Nivel: 01, Stand: 1
LLANO Y MAMONA;LLANO Y MAMONA;CARNE TIPICA DEL LLANO, MAMONA, CERDO FALSO CHIGUIRO, SOPAS TIPICAS, COMIDA TIPICA LLANERA;321-3052526;BOGOTA D.C.;juanmojica@hotmail.com;LLANO Y MAMONA;http://www.eventosllanoymamona.com;Pabellón: AL02, Nivel: 01, Stand: 13
INTERNACIONAL VET;;ECOGRAFOS,  MONITORES, RADIOLOGIA, ENDOSCOPIOS, PULSIOXIMETRO, MAQUINA DE ANESTESIA, VENTILADOR, CAVITRON DENTAL, CAPNOGRAFO, ELECTROBISTURI, CONCENTRADOR DE OXIGENO, EQUIPOS DE LABORATORIO: (SKYLA) - HERMATOLOGIA, UROANALISIS, GLUCOMETRO, MICROSCOPIO, CAMARA DE MICROSCOPIO, CENTRIFUGA, REFRACTOMETRO, AUTOCLAVE, LAMPARAS CIERTICAS Y PIELITICA, ENDOSCOPIO, OTOSCOPIO, ESTETOSCOPIO, PRUEBAS DE DIAGNOSTICO;313-8789226;BOGOTA D.C.;a.castaneda@internacionalvet.com;INTERNACIONAL VETSomos una empresa dedicada a proveer y satisfacer las necesidades en el equipamiento para veterinarios y clínicas veterinarias, comprometidos con la mejora de nuestro portafolio de productos y servicios, manteniendo los más altos estándares de calidad y excelente servicio postventa. ;http://www.internacionalvet.com;Pabellón: 03, Nivel: 02, Stand: 7
ADIRONDACK MUEBLES;ADIRONDACK MUEBLES;MUEBLES Y ESTRUCTURAS PARA FINCAS, HACIENDAS Y EL CAMPO EN GENERAL;;TABIO;casaadirandack@gmail.com;ADIRONDACK MUEBLES;http://www.adirondackmuebles.co;Pabellón: 08, Nivel: 01, Stand: 222
KAPOTHA;KAPOTHA;MOTOAZADAS, MOTOCULTORES, FUMIGADORAS, ASTILLADORAS DE LEÑA, SOPLADORES DE HOJAS, AHOYADORAS, RECORTASELOS, CORTACESPEDES, SEGADORAS DE PASTO, HERRAMIENTAS PARA HACER CAMAS EN EL CULTIVO;3460-7333005;BOGOTA D.C.;gonzalo.garrido@gonfer.net;KAPOTHA;http://www.kapotha.com;Pabellón: 03, Nivel: 01, Stand: 546
GRUPO EMPRESARIAL KYROVET;;BOVINOS, BUFFALOS, CAPRINOS, CRIA DE AVES DE CORRAL, CRIA DE GATOS, CRIA DE PERROS, EQUINOS, OVINOS, PORCINOS, INSECTICIDAS, PLAGUICIDAS, PRODUCTOS FARMACEUTICOS DE USO VETERINARIO;571-7424842;BOGOTA D.C.;kyrovet@kyrovet.com;GRUPO EMPRESARIAL KYROVETKYROVET LABORATORIES S.A., es una empresa del sector Farmacéutico Veterinario,  dedicada a la fabricación y comercialización de productos farmacéuticos veterinarios, con presencia a nivel nacional e internacional.En los años 90 se constituye la Sociedad con capital 100% privado y patrimonio netamente Colombiano, concebida con el concepto de aprovechar los conocimientos y experiencia de sus fundadores en la investigación, desarrollo, producción, mercadeo y comercialización de producto farmacéuticos en el sector veterinario Colombiano.;http://www.kyrovet.com;Pabellón: 03, Nivel: 02, Stand: 226
GRUPO EMPRESARIAL KYROVET;GRUPO EMPRESARIAL KYROVET;BOVINOS, BUFFALOS, CAPRINOS, CRIA DE AVES DE CORRAL, CRIA DE GATOS, CRIA DE PERROS, EQUINOS, OVINOS, PORCINOS, INSECTICIDAS, PLAGUICIDAS, PRODUCTOS FARMACEUTICOS DE USO VETERINARIO;571-7424842;BOGOTA D.C.;kyrovet@kyrovet.com;GRUPO EMPRESARIAL KYROVET;http://www.kyrovet.com;Pabellón: 11-16, Nivel: 01, Stand: 125
LEXUS COLOMBIANA S.A.S.;LEXUS COLOMBIANA S.A.S.;LIBRO ESPECIALIZADOS EN LAS DIFERENTES AREAS DEL CONOCIMIENTO ;571-7432426;BOGOTA D.C.;mjaramillo@co-lexus.com;LEXUS COLOMBIANA S.A.S.;http://;Pabellón: 03, Nivel: 02, Stand: 123
LHAURA;LHAURA;FUMIGADORAS, GUADAÑADORAS, PICADORAS DE CAÑA, SEMBRADORAS, INSTRUMENTAL VETERINARIO, CERCAS Y ALAMBRADO DE BARRERA, ESTABLOS, CORRALES Y CERCAS.;571-4181194;BOGOTA D.C.;laura.diaz@lhaura.com;LHAURA;http://www.lhaura.com;Pabellón: 03, Nivel: 02, Stand: 105
LINARES DISTRIBUCIONES G.C.;LINARES DISTRIBUCIONES G.C.;PESAS PARA ALIMENTOS PROCESADORES GRANOS, PROCESADORES PARA JUGOS, PROCESADORES PARA CARNES, SAMOVARES, MENAJE INDUSTRIAL, BATIDORA, HORNOS, AIRE CALIENTE, EQUIPOS, PURIFICACIÓN DE AGUA Y AIRE;571-4739519;BOGOTA D.C.;linaresdistribuciones@hotmail.com;LINARES DISTRIBUCIONES G.C.;http://;Pabellón: 03, Nivel: 01, Stand: 113
RANCHEROS LLANOS;RANCHEROS LLANOS;SOMBREROS, TALABARTERÍA, MARROQUINERIA, TEJIDOS (RUANAS, PONCHOS, MOCHILAS, HAMACAS Y ACCESORIOS);571-8674203;FUSAGASUGA;rancherosllanos@gmail.com;RANCHEROS LLANOS;http://;Pabellón: 08, Nivel: 01, Stand: 311
LLANTAS E IMPORTACIONES SAGU S.A.S.;LLANTAS E IMPORTACIONES SAGU S.A.S.;LLANTAS, NEUMATICOS Y RINES PARA TODO TIPO DE MAQUINARIA Y VEHICULO;571-4102528;BOGOTA D.C.;gsanchez@llantassagusa.com;LLANTAS E IMPORTACIONES SAGU S.A.S.;http://www.llantassagusa.com;Pabellón: 06, Nivel: 01, Stand: 234
LOBOCUEROS S.A.S;LOBOCUEROS S.A.S;ARTÍCULOS EN CUERO DE BOVINO TALES COMO: SOMBREROS EN CUERO, BOLSOS, MALETINES, BILLETERAS, APARGATAS, MANOS LIBRES, CARTERA E.T.C;312-4500726;BOGOTA D.C.;lobocueros@gmail.com;LOBOCUEROS S.A.S;http://;Pabellón: 08, Nivel: 01, Stand: 312
VIVERO ORQUIDEAS EL PARAISO;VIVERO ORQUIDEAS EL PARAISO;COMERCIO DE PLANTAS ORNAMENTALES(ORQUIDEAS, BROMELIAS, CACTUS, SUCULENTAS, BONSAI E INSUMOS AGRICOLAS;318-8565937;FUSAGASUGA;orquideaselparaiso@hotmail.com;VIVERO ORQUIDEAS EL PARAISO;http://;Pabellón: 06, Nivel: 02, Stand: 155
FRUBERRIES;;Productos agricolas (Frutas), en fresco y/o procesados.;300-7984314;BOGOTA D.C.;fruberriesco@gmail.com;FRUBERRIESEspecialistas en frutos rojos y exóticos, producimos y comercializamos al por mayor y la detal de frutos rojos y exóticos en fresco y congelados*.;http://www.fruberries.com;Pabellón: 06, Nivel: 02, Stand: 151
SOMBREROS Y MAROQUINERIA F&L;SOMBREROS Y MAROQUINERIA F&L;;;BOGOTA D.C.;sombrerosfernando@gmail.com;SOMBREROS Y MAROQUINERIA F&L;http://;Pabellón: 08, Nivel: 01, Stand: 133
MAKARIZA SAS;MAKARIZA SAS;PANELA PULVERIZADA, CHOCOALTE CON PANELA, AROMATICA CON PANELA, PANELA SABORIZADA, REFRESCO CON PANELA, BEBIDA ACHOCOLATADA CON PANELA, TE CON PANELA, CAPUCHINO CON PANELA, MOCACHINO CON PANELA, AVENA CON PANELA 																																																																											;571-4838800;BOGOTA D.C.;jrodriguez@makariza.com;MAKARIZA SAS;http://;Pabellón: 06, Nivel: 02, Stand: 149
MAKITA COLOMBIA S.A.S;;"GUADAÑAS, MOTOSIERRAS, SOPLADORAS, FUMIGADORAS, CORTASETOS, CORTACESPED, MOTOCULTIVADOR, HIDROLAVADORAS, MOTOBOMBAS, PODADORA DE ALTURAS, MULTIFUNCIONAL, AHOYADORAS, SIERRA SABLE, TIJERAS, CARRETILLAS, CORTADORAS DE 14"" . ESTOS PRODUCTOS SON CON TECNOLOGIAS ELECTRICAS E INALAMBRICAS Y A BATERIAS";571-8966199;FUNZA;cesar.rincon@makita.com.co;MAKITA COLOMBIA S.A.SMakita Colombia S.A. distribuye todo tipo de Herramientas Eléctricas, Inalambricas, Agrícolas a Combustión  y Accesorios , incorporando nuevos modelos cada año para satisfacer los trabajos más variados y específicos. Brinda además, capacitación continua para el adecuado uso de las herramientas a los usuarios, para lo cual se ofrecen charlas, seminarios y demostraciones con personal altamente calificado.;http://www.makita.com.co;Pabellón: ALB, Nivel: 01, Stand: 2
MAOYI PACIFIC;;MALLA SOMBRA, MALLAS RECUBIERTAS EN PVC,MALLAS GALVANIZADAS, CORTINAS LAMINADAS, TELA VERDE PARA CERRAMIENTO, MALACATE, POLEAS, GUAYAS, MALLA PLASTICA, GALLINERO Y EXTENSIONES DE LUZ;574-6914888;GIRON;comercial@maoyipacific.com;MAOYI PACIFICMaoyi Pacific es una empresa colombiana dedicada a la importación y comercialización de productos del sector agroindustrial. Gracias a la innovación y calidad de sus productos busca fortalecer e incursionar en nuevos mercados que aporten al crecimiento de múltiples empresas incentivando el trabajo en equipo.;http://www.maoyipacific.com;Pabellón: 03, Nivel: 01, Stand: 222
MAQUIVER SA;;TRACTORES, GUADAÑADORAS.CARROS UTILITARIOS, PICAPDRA DE MADERA, ZANJADORAS, EQUIPO MULTIUSOS, SISTEMAS DE RIEGO,PODADORAS;571-8966743;COTA;info@maquiver.com;MAQUIVER SA;http://www.maquiver.com;Pabellón: 06, Nivel: 01, Stand: 313
MARCALI INTERNACIONAL S.A.;MARCALI INTERNACIONAL S.A.;COMERCIO DE VEHICULOS AUTOMOTORES NUEVOS;571-3275000;BOGOTA D.C.;servicioalcliente@marcali.com;MARCALI INTERNACIONAL S.A.;http://www.marcali.com;Pabellón: AL05, Nivel: 01, Stand: 5A
MARCALI S.A;;COMERCIO DE VEHICULOS AUTOMOTORES NUEVOS;3275000;BOGOTA D.C.;servicioalcliente@marcali.com;"MARCALI S.ANuestro objetivo es prestar a nuestros clientes el mejor servicio y una experiencia gratamente memorable en la comercialización de vehículos nuevos, usados y servicio de postventa; asegurando para nuestros accionistas la rentabilidad esperada y cumpliendo altos estándares de responsabilidad social empresarial con todos nuestros grupos de interés.";http://www.marcali.com;Pabellón: AL05, Nivel: 01, Stand: 6A
MARCALI SAKURA S A S;MARCALI SAKURA S A S;COMERCIO DE VEHICULOS AUTOMOTORES NUEVOS;571-3275000;BOGOTA D.C.;servicioalcliente@marcali.com;MARCALI SAKURA S A S;http://www.marcali.com;Pabellón: AL05, Nivel: 01, Stand: 12
VISION VETERINARIA;VISION VETERINARIA;EQUIPOS MEDICOS VETERINARIOS;571-8269705;COTA;sllanos@marquetingnet.com;VISION VETERINARIA;http://www.visionveterinaria.com.co;Pabellón: 03, Nivel: 02, Stand: 416
LESTHER CRUZ LEATHER;LESTHER CRUZ LEATHER;CHAQUETAS Y CINTURONES DE CUERO;571-2786757;BOGOTA D.C.;mayuyayi@hotmail.com;LESTHER CRUZ LEATHER;http://www.attuale.co;Pabellón: 08, Nivel: 01, Stand: 101
MECANELECTRO S.A.S;;ACTIVIDAD ECONÓMICA: COMERCIALIZADORA AL POR MAYOR, IMPORTADORA PRODUCTOS:CORTADORASYTRITURADORASDEPASTO,FUMIGADORAS,GUADAÑADORAS,MOTOSIERRAS,PICADORASDECAÑA,MOTOBOMBAS Y BOMBAS, EQUIPOS DE LAVADO DE ALTA PRESIÓN, HIDROLAVADORAS.;571-6151515;BOGOTA D.C.;martha.bernal@mecanelectro.com.co;MECANELECTRO S.A.SAnte esta situación, en 1953 se conformó una sociedad de inversionistas con visión futurista y conocimientos en el campo de la importación, que dio lugar a la creación de la sociedad MECANELECTRO de Bogotá Ltda. Cuyo objetivo, de acuerdo a las condiciones imperantes en el mercado, fue el de atender primordialmente las necesidades de maquinaria industrial e instrumentos de transmisión de potencia, que entonces presentaba una gran demanda. De este modo se abrió el primer almacén ubicado estratégicamente en la calle 13, en el centro de Bogotá.;http://www.mecanelectro.com.co;Pabellón: 03, Nivel: 01, Stand: 607
MEDICALBIO SAS;;DISTRIBUCCION DE EQUIPOS MEDICOS VETERINARIOS;571-5196074;BOGOTA D.C.;hruizpublicidad@gmail.com;MEDICALBIO SASSomos Equipos Médicos Veterinarios MB, un equipo de profesionales con años de experiencia en la venta y mantenimiento de equipos médicos para clínicas veterinarias, sector agro y distribución de insumos tales como reactivos y otros. Somos especialistas en equipos de laboratorio veterinario, imagenología, ecografía y cirugía. Ofrecemos tambíen soporte y mantenimiento preventivo/correctivo a equipos médicos veterinarios de las más reconocidas marcas en el mercado.;http://www.equiposmedicosveterinariosmb.com;Pabellón: 03, Nivel: 02, Stand: 13A
MEDICALBIO SAS;;DISTRIBUCCION DE EQUIPOS MEDICOS VETERINARIOS;571-5196074;BOGOTA D.C.;hruizpublicidad@gmail.com;MEDICALBIO SASSomos Equipos Médicos Veterinarios MB, un equipo de profesionales con años de experiencia en la venta y mantenimiento de equipos médicos para clínicas veterinarias, sector agro y distribución de insumos tales como reactivos y otros. Somos especialistas en equipos de laboratorio veterinario, imagenología, ecografía y cirugía. Ofrecemos tambíen soporte y mantenimiento preventivo/correctivo a equipos médicos veterinarios de las más reconocidas marcas en el mercado.;http://www.equiposmedicosveterinariosmb.com;Pabellón: 03, Nivel: 02, Stand: 101
MEDICOS SIN FRONTERAS ESPAÑA;MEDICOS SIN FRONTERAS ESPAÑA;;4672333;BOGOTA D.C.;katherine.huertas@bogota.msf.org;MEDICOS SIN FRONTERAS ESPAÑA;http://;Pabellón: 03, Nivel: 01, Stand: 129
TIENDA DEL AGRICULTOR;TIENDA DEL AGRICULTOR;AHORRADORES Y PURIFICADORES DE AGUA- PICADOR Y PROCESADORES DE VERDURAS- PRODUCTOS MEDICINALES ORIGINARIO DE LAS PLANTAS- HUEVERAS.;318-5186655;BOGOTA D.C.;karol.mejia88k@gmail.com;TIENDA DEL AGRICULTOR;http://;Pabellón: 06, Nivel: 01, Stand: 527
EQUIPOS AGROPECUARIOS AM;EQUIPOS AGROPECUARIOS AM;EQUIPOS PARA GANADERIA (BRETES, BASCULAS, MESAS DE CIRUGIA, CORRALES) EQUIPOS, OVINOS, PORCINOS;0;GINEBRA;equiposagroepecuariosm@hotmail.com;EQUIPOS AGROPECUARIOS AM;http://;Pabellón: 03, Nivel: 01, Stand: 120
EMC ARTE Y DECORACION;;ESCULTURAS DE ANIMALES EN BRONCE, ALUMINIO, MADERA, Y RESINA, BAJO LA TECNICA FULL COLOR Y EN ESTILO POP ART. OLEOS SOBRE LIENZOS EN ESTILO POP ART DE PAISAJES RURALES, COLOMBIANOS Y DE ANIMALES DE LA CULTURA AGROPECUARIA NACIONAL;;BOGOTA D.C.;edilbertomelorubiano@aol.com;EMC ARTE Y DECORACIONGalería de Arte contemporánea que comercializa obras elaboradas por artesanos colombianos.;http://;Pabellón: 08, Nivel: 01, Stand: 103
SOMBREROS Y PONCHOS MARA;SOMBREROS Y PONCHOS MARA;VENTA DE SOMBREROS EN PAJA TOQUILLA, PAÑO, TELA, CUERO,SOMBRERO EN CAÑA FLECHA, CORREAS, GORRAS,LLAVEROS, FRENOS, MMARROQUINERIA Y TALABARTERIA EN GENERAL;572315-2879686;SANDONA;albeiromara@hotmail.com;SOMBREROS Y PONCHOS MARA;http://;Pabellón: 08, Nivel: 01, Stand: 212
PACIOTTI;PACIOTTI;PRODUCTOS Y ACCESORIOS DE MARROQUINERIA Y TALABARTERIA EN GENERAL;571-7139357;BOGOTA D.C.;paciottitorosycaballos@hotmail.com;PACIOTTI;http://;Pabellón: 08, Nivel: 01, Stand: 131
STIKERSPINS;;ACCESORIOS PARA CABALLISTAS Y GANADEROS ;571310-5795857;BOGOTA D.C.;tonypins2001@yahoo.com;STIKERSPINSEmpresa dedicada a souvenirs del sector agricola;http://www.stickerpins.com;Pabellón: 08, Nivel: 01, Stand: 318
MESACE;;Comercialización de sillas de montar a caballo y accesorios equinos, burrotecas entre otros;574-3614511;MEDELLIN;gerencia.mesace@gmail.com;MESACEProductos de talabartería en cuero y materiales impermeables para Caballos y ganadería;http://wwww.mesace.co;Pabellón: 08, Nivel: 01, Stand: 202
METALCAMPO P&R S.A.S.;METALCAMPO P&R S.A.S.;PICADORAS PARA FORRAJES Y GRANOS PARA CONSUMO ANIMAL;313-8711055;MADRID;metalcampo@gmail.com;METALCAMPO P&R S.A.S.;http://www.metalcampo.com;Pabellón: 03, Nivel: 01, Stand: 540
MODULARES MEDELLIN CASAS PREFABRICADAS;MODULARES MEDELLIN CASAS PREFABRICADAS;CASAS PREFABRICADAS;320-7882165;MEDELLIN;gerencia@modularesmedellin.com;MODULARES MEDELLIN CASAS PREFABRICADAS;http://www.modularesmedellin.com;Pabellón: AL04, Nivel: 01, Stand: 11
MODUL-ARQ CONSTRUCTORA SAS;MODUL-ARQ CONSTRUCTORA SAS;CONSTRUCCION DE CASAS MODULARES PARA EL AGRO;310-7861058;BOGOTA D.C.;fernando.arias@constructoramodularq.com;MODUL-ARQ CONSTRUCTORA SAS;http://www.constructoramodularq.com;Pabellón: ALB, Nivel: 01, Stand: 16
CONSTRUCTORA MODULAR Q;CONSTRUCTORA MODULAR Q;CONSTRUCCION DE CASAS MODULARES PARA EL AGRO ;310-7861058;BOGOTA D.C.;fernando.arias@constructoramodularq.com;CONSTRUCTORA MODULAR Q;http://www.constructoramodularq.com;Pabellón: ALB, Nivel: 01, Stand: 12
DIESEL KUBOTA;;TRACTORES Y COSECHAS DE ARROZ;571-3681285;BOGOTA D.C.;soporte@dieselkubota.com.co;DIESEL KUBOTA;http://www.dieselkubota.com.co;Pabellón: 06, Nivel: 01, Stand: 334A
DON BE;DON BE;;601-7610605;BOGOTA D.C.;bebidas34@hotmail.com;DON BE;http://;Pabellón: 06, Nivel: 02, Stand: 138
HERENCIA GUAPIREÑA;HERENCIA GUAPIREÑA;BEBIDAS TRADICIONALES DEL PACIFICO , ACEITE COCO, MERMELADA DE CHONTADURO, CONSERVAS DE CHONTADURO, VARIEDADES DE COCO;321-7311638;CALI;octa-mon8@hotmail.com;HERENCIA GUAPIREÑA;http://;Pabellón: 06, Nivel: 02, Stand: 330
NATURA COSMETICOS;NATURA COSMETICOS;PRODUCTOS COSMETICOS CON BIOACTIVOS DE LA SELVA AMAZONICA DEL BRASIL PARA EL CUIDADO PERSONAL;;BOGOTA D.C.;favimoreno@hotmail.com;NATURA COSMETICOS;http://;Pabellón: 06, Nivel: 02, Stand: 153
MOTO MART;;TRACTORES AGRICOLAS MARCA KUBOTA, ACCESORIOS/IMPLEMENTOS, MINI  EXCAVADORAS KUBOTA PARA FRANCA EN FINCAS, FUMIGADORAS ;571-6761314;CHIA;rflores@motomart.com.co;MOTO MARTImportación y venta de maquinaria agrícola, industrial y de construcción.  Soportada por un amplio portafolio de servicios, que incluyen, procesos de importación, nacionalización, transporte, ensamble, entrega y mantenimiento.;http://www.motomart.com.co;Pabellón: AL03, Nivel: 01, Stand: 28
MOTOVALLE SAS;;TRACTOR AGRICOLAS;572-4883000;BOGOTA D.C.;dngarcia@motovalle.com;MOTOVALLE SAS;http://www.motovalle.com;Pabellón: 06, Nivel: 01, Stand: 145
MUNICIPIO DE ANAPOIMA;MUNICIPIO DE ANAPOIMA;PRESENCIA INSTITUCIONAL CORPORATIVA DEL MUNICIPIO CON LAS CADENAS PRODUCTIVAS AFINES A LA FERIA AGROEXPO ;571-8993510;ANAPOIMA;alcaldia@anapoima-cundinamarca.gov.co;MUNICIPIO DE ANAPOIMA;http://www.anapoima-cundinamarca.gov.co;Pabellón: 06, Nivel: 02, Stand: 429
MUNICIPIO DE COTA;MUNICIPIO DE COTA;MUESTRA INSTITUCION CORPORATIVA DE LAS PRINCIPALES CADENAS PRODUCTIVAS AGROPECUARIAS DEL MUNICIPIO, OFERTA INSTITUCIONAL, ECOTURISMO Y AGROTURISMO.;571-3161800;COTA;alianzasamade@alcaldiacota.gov.co;MUNICIPIO DE COTA;http://www.portal.cota-cundinamarca.gov.co;Pabellón: 06, Nivel: 02, Stand: 548A
MUNICIPIO DE EL COLEGIO, CUNDINAMARCA;MUNICIPIO DE EL COLEGIO, CUNDINAMARCA;CAFÉ, FLORES, FRUTAS , PROCESADOS ;571-8475057;EL COLEGIO;alcaldia@elcolegio-cundinamarca.gov.co;MUNICIPIO DE EL COLEGIO, CUNDINAMARCA;http://www.elcolegio-cundinamarca.gov.co;Pabellón: 06, Nivel: 02, Stand: 433
ALCALDIA DE FUNZA;ALCALDIA DE FUNZA;EMPRENDIMIENTOS AGROPECUARIOS DEL MUNICIPIO, AGROTURISMO Y ECOLOGIA;571-8234070;FUNZA;coordinacionagropecuariafunza@gmail.com;ALCALDIA DE FUNZA;http://www.funza-cundinamarca.gov.co;Pabellón: 06, Nivel: 02, Stand: 432
ALCALDIA DE GUASCA OFICINA DE DESARROLLO ECONOMICO;ALCALDIA DE GUASCA OFICINA DE DESARROLLO ECONOMICO;PRODUCTOS AGROPECUARIOS Y AGROINDUSTRIALES ;571-8573161;GUASCA;desarrolloeconomico@guasca-cundinamarca.gov.co;ALCALDIA DE GUASCA OFICINA DE DESARROLLO ECONOMICO;http://www.agregua.org;Pabellón: 06, Nivel: 02, Stand: 554
MUNICIPIO DE SUBACHOQUE;MUNICIPIO DE SUBACHOQUE;STAND INSTITUCIONAL DEL MUNICIPIO SUBACHOQUE MOSTRANDO LAS DIFERENTES CADENAS PRODUCTIVAS AGRICOLAS, AGROPECUARIAS, ARQUEOLOGICAS Y ECOTURISMOS ;571-8245311;SUBACHOQUE;alcaldia@subachoque-cundinamarca.gov.co;MUNICIPIO DE SUBACHOQUE;http://www.subachoque-cundinamarca.gov.co;Pabellón: 06, Nivel: 02, Stand: 338
MUNICIPIO DE TENJO;;;571-8646471;TENJO;desarrolloeconomico@tenjo-cundinamarca.gov.co;MUNICIPIO DE TENJOLa Alcaldía de Tenjo propende por el desarrollo competitivo, innovador y sostenible a través de la prestación de servicios de calidad, como fundamento en los principios de eficacia, oportunidad, igualdad, moralidad y transparencia, generando confianza en la comunidad. ;http://www.tenjo-cundinamarca.gov.co;Pabellón: 06, Nivel: 02, Stand: 312
